id,username,target,predicted,confidence,correct,mode,manual,point_count,created_at
64,admin,diamond,diamond,0.9998784065246582,1,mouse,0,216,2026-06-22T07:29:02.702257+00:00
65,admin,square,square,0.9175459146499634,1,mouse,0,0,2026-06-22T07:29:09.344224+00:00
66,admin,fish,fish,0.9885649681091309,1,mouse,0,414,2026-06-22T07:29:24.917703+00:00
67,admin,t-shirt,t-shirt,0.8977060317993164,1,mouse,0,0,2026-06-22T07:29:39.312369+00:00
68,admin,book,door,0.6905416250228882,0,mouse,0,418,2026-06-22T07:30:05.137717+00:00
69,admin,lightning,lightning,0.995202898979187,1,mouse,0,0,2026-06-22T07:30:11.135931+00:00
70,admin,envelope,envelope,0.9997844696044922,1,mouse,0,318,2026-06-22T07:30:21.313542+00:00
71,admin,scissors,scissors,0.986854076385498,1,mouse,0,155,2026-06-22T07:30:29.703977+00:00
72,admin,pants,pants,0.7685781717300415,1,mouse,0,338,2026-06-22T07:30:42.343174+00:00
73,admin,eye,eye,0.7788641452789307,1,mouse,0,411,2026-06-22T07:30:55.506901+00:00
74,admin,dog,dog,0.7617923617362976,1,mouse,0,626,2026-06-22T07:31:21.309642+00:00
75,admin,hat,hat,0.999409019947052,1,mouse,0,229,2026-06-22T07:31:31.724852+00:00
76,admin,moon,moon,0.9949783086776733,1,mouse,0,77,2026-06-22T07:31:36.891594+00:00
77,admin,baseball,baseball,0.9114289283752441,1,mouse,0,370,2026-06-22T07:31:48.919638+00:00
78,admin,bowtie,bowtie,0.9932466745376587,1,mouse,0,117,2026-06-22T07:31:57.317343+00:00
79,admin,door,door,0.9966709017753601,1,mouse,0,266,2026-06-22T07:32:07.515141+00:00
80,admin,leaf,diamond,0.9559081792831421,0,mouse,0,397,2026-06-22T07:32:48.403806+00:00
81,admin,star,star,0.9970256686210632,1,mouse,0,388,2026-06-22T07:33:02.704286+00:00
82,admin,apple,apple,0.991751492023468,1,mouse,0,224,2026-06-22T07:33:11.142580+00:00
83,admin,apple,apple,0.998693585395813,0,mouse,0,248,2026-06-22T07:36:51.925906+00:00
84,admin,envelope,envelope,0.999247670173645,1,mouse,0,195,2026-06-22T07:46:57.687653+00:00
85,admin,moon,moon,0.9889084696769714,1,mouse,0,41,2026-06-22T07:47:02.438496+00:00
86,admin,diamond,diamond,0.9989409446716309,1,mouse,0,196,2026-06-22T07:47:10.856152+00:00
87,admin,bowtie,bowtie,0.9945573806762695,1,mouse,0,107,2026-06-22T07:47:19.278031+00:00
88,admin,baseball,baseball,0.9446776509284973,1,mouse,0,226,2026-06-22T07:47:27.630925+00:00
89,admin,lightning,lightning,0.9984968304634094,1,mouse,0,0,2026-06-22T07:47:31.827060+00:00
90,admin,eye,eye,0.8330875635147095,1,mouse,0,208,2026-06-22T07:47:39.620594+00:00
91,admin,scissors,scissors,0.7447285652160645,1,mouse,0,184,2026-06-22T07:47:46.222664+00:00
92,admin,dog,scissors,0.8832356333732605,0,camera,0,0,2026-06-22T07:48:31.507017+00:00
93,admin,fish,,0.0,0,camera,0,0,2026-06-22T07:53:18.734227+00:00
94,admin,door,,0.0,0,camera,0,0,2026-06-22T07:54:39.509790+00:00
95,admin,envelope,,0.0,0,camera,0,0,2026-06-22T07:55:44.500765+00:00
96,admin,diamond,,0.0,0,camera,0,0,2026-06-22T08:01:04.508867+00:00
97,admin,t-shirt,hat,0.1632581502199173,0,camera,0,53,2026-06-22T08:03:53.194806+00:00
98,admin,book,bowtie,0.2209915667772293,0,camera,0,0,2026-06-22T08:03:55.001658+00:00
99,admin,leaf,,0.0,0,camera,0,0,2026-06-22T08:03:57.121449+00:00
100,admin,lightning,lightning,0.2248266637325287,0,mouse,0,36,2026-06-22T08:05:00.203527+00:00
101,admin,eye,,0.0,0,mouse,0,0,2026-06-22T08:06:17.506915+00:00
102,admin,leaf,,0.0,0,mouse,0,0,2026-06-22T08:06:18.486046+00:00
103,admin,pants,,0.0,0,mouse,0,0,2026-06-22T08:06:21.461342+00:00
104,admin,square,square,0.7745903134346008,1,mouse,0,0,2026-06-22T08:06:28.084374+00:00
105,admin,hat,hat,0.9975841641426086,1,mouse,0,178,2026-06-22T08:06:37.089838+00:00
106,admin,fish,fish,0.9806374311447144,1,mouse,0,495,2026-06-22T08:06:58.715701+00:00
107,admin,dog,fish,0.9793108701705933,0,mouse,0,0,2026-06-22T08:07:53.512599+00:00
108,admin,moon,,0.0,0,mouse,0,0,2026-06-22T08:09:28.508548+00:00
109,admin,apple,apple,0.9999483823776245,1,mouse,0,161,2026-06-23T06:33:06.015932+00:00
110,admin,bowtie,bowtie,0.9894336462020874,1,mouse,0,143,2026-06-23T06:33:13.228433+00:00
111,admin,leaf,diamond,0.9335241317749023,0,mouse,0,298,2026-06-23T06:33:29.443389+00:00
112,admin,square,square,0.8620282411575317,1,mouse,0,0,2026-06-23T06:33:33.654973+00:00
113,admin,baseball,baseball,0.9982396960258484,1,mouse,0,262,2026-06-23T06:33:42.642283+00:00
114,admin,scissors,scissors,0.9953035116195679,1,mouse,0,178,2026-06-23T06:33:49.251319+00:00
115,admin,star,star,0.816582977771759,1,mouse,0,0,2026-06-23T06:33:58.792037+00:00
116,admin,lightning,lightning,0.6985825896263123,1,mouse,0,0,2026-06-23T06:34:04.253218+00:00
117,admin,eye,eye,0.8710752725601196,1,mouse,0,258,2026-06-23T06:34:12.597010+00:00
118,admin,t-shirt,t-shirt,0.7915235757827759,1,mouse,0,0,2026-06-23T06:34:22.791325+00:00
119,admin,door,door,0.7923547625541687,1,mouse,0,0,2026-06-23T06:34:29.994970+00:00
120,admin,fish,fish,0.9995460510253906,1,mouse,0,262,2026-06-23T06:34:42.002246+00:00
121,admin,envelope,envelope,0.9964248538017273,1,mouse,0,246,2026-06-23T06:34:50.400491+00:00
122,admin,dog,dog,0.9555695652961731,1,mouse,0,396,2026-06-23T06:35:06.629965+00:00
123,admin,pants,square,0.4657615125179291,0,mouse,0,306,2026-06-23T06:35:43.211963+00:00
124,admin,book,door,0.718616783618927,0,mouse,0,321,2026-06-23T06:35:57.611760+00:00
125,admin,apple,apple,0.9999574422836304,1,mouse,0,290,2026-06-25T13:54:30.343689+00:00
